title,coffee_type,rating,reviews,price_per_kg
"door county coffee caramel apple, caramel &amp; apple flavored specialty arabica coffee, medium roast, ground, 8oz bag (fall limited edition)","caramel,arabica,medium roast",4.6,74,61.72839506172839
"lavazza decaffeinato ricco espresso nespresso coffee capsules, dark roast (10 count)","espresso,espresso coffee,dark roast",4.4,18,0.0
"door county coffee door county maple, maple flavored specialty arabica coffee, medium roast, ground, 8oz bag (fall limited edition)","arabica,medium roast",4.7,72,64.55026455026456
"community coffee cafe special medium roast ground coffee, 32 oz, bag",medium roast,4.9,381,33.057760141093475
"folgers classic roast ground coffee, medium roast coffee, 30.5 ounce canister","medium roast,classic roast",4.6,1537,18.966115415751126
"dunkin' unsweetened iced coffee bottle, 48 fl oz",iced coffee,4.6,68,5.6435758066381405
"folgers classic roast ground coffee, 40.3-ounce",classic roast,3.8,93,12.183807439824944
"café bustelo, espresso style dark roast ground coffee, vacuum-packed 10 oz. brick","espresso,dark roast",4.7,914,13.26278659611993
"folgers classic roast ground coffee, medium roast coffee, 25.9 ounce canister","medium roast,classic roast",4.4,740,13.57755685687049
"maxwell house original roast ground coffee, 42.5 oz. canister",,4.8,1321,8.233048385758154
"lavazza ¡tierra! usda organic ground coffee blend, light roast, 12-oz bag",light roast,4.7,6,38.418577307466194
"the original donut shop vanilla latte, single serve coffee k-cup pod, flavored coffee, 12 count",latte,4.3,522,29.335684891240447
"grove square french vanilla cappucino coffee pods, 24 count for keurig k-cup brewers",french,4.6,307,16.152263374485596
"peet's coffee french roast k-cup coffee pods, dark roast, 54 count","french,french roast,dark roast",4.9,17,36.59938598210203
"java monster mean bean, coffee + energy drink, 11 fl oz, 6 pack",,4.3,4,6.845646351819191
"folgers black silk ground coffee, smooth dark roast coffee, 33.7ounce canister","black silk ground coffee,dark roast",4.9,20,14.632614611680971
"folgers black silk ground coffee, smooth dark roast coffee, 22.6ounce canister","black silk ground coffee,dark roast",4.6,11,16.10738255033557
caf la carreta cuban espresso coffee 10 oz brick,"espresso,espresso coffee",5.0,2,35.23809523809524
"french market st. charles blend single serve coffee pods, 12 count",french,4.6,5,23.868312757201643
"(12 pack) starbucks doubleshot energy mocha coffee energy drink, 15 oz cans",mocha,4.7,280,72.88334901222954
"cafe bustelo espresso style k-cup coffee pods, 72 count (4 packs of 18)",espresso,4.7,1245,29.3405839702136
"starbucks salted caramel mocha, starbucks flavored k-cup coffee pods, 100% arabica, naturally flavored, 22 ct","caramel,mocha,arabica",3.4,17,25.204425204425203
"dunkin’ original blend coffee, medium roast coffee, 12 oz bag",medium roast,4.8,495,0.0
"folgers 100% colombian coffee, medium roast ground coffee, 33.7 ounce canister","colombian,medium roast",3.5,8,14.632614611680971
"sf bay coffee onecup, morning blend (24 ct) single serve coffee k-cup pods keurig compatible, commercially compostable",,4.3,20,19.018224573780127
"gevalia signature blend mild light roast k-cup coffee pods, 12 ct box",light roast,4.3,418,55.820105820105816
papanicholas italian expresso 24ct,italian,5.0,1,55.83480305702528
starbucks keurig hot french roast dark roast ground coffee k-cup pods - 32 ct,"french,french roast,dark roast",4.7,1061,50.08818342151675
"dunkin' original blend whole bean coffee, medium roast, 12 ounces",medium roast,4.6,265,23.398001175778955
"dunkin' original blend, medium roast coffee, 30-ounce canister",medium roast,4.8,870,21.069958847736626
"folgers classic decaf ground coffee, medium roast, 25.9-ounce",medium roast,4.5,64,16.668936402015525
"maxwell house international french vanilla iced latte caf-style single serve instant coffee beverage mix, 6 ct. sticks","french,latte,instant coffee",4.9,131,11.099005855917202
"dunkin espresso-style extra dark roast, bold ground coffee, 10 ounce bag","espresso,dark roast",4.8,5,66.84303350970018
"illy ground espresso intenso dark roast coffee, 8.8 oz","espresso,dark roast",4.8,422,46.052104208416836
community coffee private reserve evangeline blend? dark roast ground coffee 12 oz. bag,dark roast,4.8,227,20.693709582598473
"mccafe premium roast decaf coffee k-cup pods, 32 ct box",,4.6,329,34.13800705467372
"new england coffee french vanilla decaf ground coffee, 10 oz",french,4.7,115,24.797178130511465
"peet's coffee k-cup pods, dark roasted, house blend, 22 ct",dark roast,4.6,125,0.0
"door county coffee, brownie batter, dark chocolate flavored specialty arabica coffee, medium roast, ground coffee, 10 oz bag","arabica,medium roast",4.7,104,82.50440917107585
"hills bros. cappuccino white chocolate caramel medium roast instant coffee, 16 oz","caramel,cappuccino,instant coffee,medium roast",4.7,247,0.0
"door county coffee death's door, sumatra, costa rica &amp; colombia specialty arabica blend, dark roast, ground, 10oz bag","arabica,dark roast",4.9,264,77.10758377425044
"door county coffee wisconsin harvest blend, roasted chestnuts &amp; toasted pralines flavored specialty arabica coffee, medium roast, ground, 8oz bag (fall limited edition)","arabica,medium roast",4.8,104,64.19753086419753
"(8 pack) starbucks nitro cold brew dark caramel premium coffee drink, 9.6 oz cans",caramel,4.4,20,99.15503306392358
"folgers classic roast ground coffee, 40.3-ounce",classic roast,3.8,93,12.183807439824944
"café bustelo, espresso style dark roast ground coffee, vacuum-packed 10 oz. brick","espresso,dark roast",4.7,914,13.26278659611993
"folgers classic roast ground coffee, medium roast coffee, 25.9 ounce canister","medium roast,classic roast",4.4,740,13.57755685687049
"maxwell house original roast ground coffee, 42.5 oz. canister",,4.8,1321,8.233048385758154
"new england coffee french vanilla decaf ground coffee, 10 oz",french,4.7,115,24.797178130511465
"autocrat premium ground coffee, medium roast, 11.5 oz",medium roast,4.6,10,16.380368098159508
community coffee private reserve founder's blend medium-dark roast ground coffee 12 oz. bag,"medium-dark roast,dark roast",4.7,181,25.80834803057025
"starbuck k-cup breakfast blend coffee, 4.4 oz, 10 pods",,4.6,377,136.16680032076985
"folgers black silk ground coffee, smooth dark roast coffee, 33.7ounce canister","black silk ground coffee,dark roast",4.9,20,14.632614611680971
"folgers black silk ground coffee, smooth dark roast coffee, 22.6ounce canister","black silk ground coffee,dark roast",4.6,11,16.10738255033557
"the original donut shop mocha latte, single serve coffee k-cup pod, flavored coffee, 12 count","mocha,latte",4.3,505,29.335684891240447
peet's coffee caf domingo medium roast k-cup pods coffee 54 ct box,medium roast,4.6,1838,38.062577568750406
"kauai ground coffee, vanilla macadamia nut, medium roast, 10 oz package",medium roast,4.7,59,24.62081128747796
"new england coffee breakfast blend ground coffee, 30.5 oz. can",,4.7,51,13.970163062333757
"lavazza classico single-serve k-cup® pods for keurig brewers, medium roast, 10-ct boxes (pack of 6)",medium roast,4.8,27,141.05820105820106
"starbucks 100% arabica spring day blend medium roast ground coffee, 10 oz, bag","arabica,medium roast",4.6,200,70.51146384479718
"caf bustelo espresso style dark roast instant coffee, 7.05 oz","espresso,instant coffee,dark roast",4.7,345,29.614807403701853
jfg bonus blend ground coffee 30.6 oz.,,4.7,27,24.69164265129683
"dunkin’ original blend coffee, medium roast coffee, 12 oz bag",medium roast,4.8,495,0.0
"folgers 100% colombian coffee, medium roast ground coffee, 33.7 ounce canister","colombian,medium roast",3.5,8,14.632614611680971
"starbucks veranda blend, starbucks blonde roast k-cup coffee pods, 100% arabica, 32 ct","blonde roast,arabica",4.6,1824,53.9021164021164
"community coffee breakfast, signature, house, &amp; caf special variety pack pods for keurig k-cups 54 ct",,4.8,167,16.813639035861254
"swiss miss milk chocolate hot cocoa, keurig single-serve k-cup pods, 22 count",,4.2,1586,0.0
"dunkin' original blend, medium roast coffee, 30-ounce canister",medium roast,4.8,870,21.069958847736626
"folgers classic decaf ground coffee, medium roast, 25.9-ounce",medium roast,4.5,64,16.668936402015525
"nescaf taster's choice colombian, medium roast instant coffee, 16 count box","colombian,instant coffee,medium roast",4.7,274,7.892416225749559
"starbucks via pike place roast instant coffee packets, medium roast, 100% arabica, 8 ct","instant coffee,arabica,medium roast",4.5,1235,16.49029982363316
"starbucks spring day blend, medium roast k-cup coffee pods, limited edition, 22 ct",medium roast,4.5,209,42.520442520442515
"folgers coffee singles classic decaf coffee bags, 19 ct",,4.8,201,0.0
"peet's coffee k-cup pods, french roast dark roast (24 count) single serve pods compatible with keurig brewers","french,french roast,dark roast",4.7,311,0.0
"death wish coffee organic, dark roast whole bean coffee, 16 oz, bag",dark roast,4.1,33,38.53615520282187
"lavazza gran selezione ground coffee blend, dark roast, 12-ounce bag",dark roast,4.9,40,52.968841857730744
"1850 lantern glow coffee, light roast ground coffee, 12 oz",light roast,4.3,8446,0.0
"sam's choice 7am saturday medium-dark roast whole bean coffee, 12 oz, bag","medium-dark roast,dark roast",4.4,51,20.34097589653145
"bolthouse farms perfectly protein mocha cappuccino coffee drink, 11 oz","cappuccino,mocha",4.4,18,6.991661321359846
"folgers classic roast ground coffee, 40.3-ounce",classic roast,3.8,93,12.183807439824944
"café bustelo, espresso style dark roast ground coffee, vacuum-packed 10 oz. brick","espresso,dark roast",4.7,914,13.26278659611993
"folgers classic roast ground coffee, medium roast coffee, 25.9 ounce canister","medium roast,classic roast",4.4,740,13.57755685687049
"maxwell house original roast ground coffee, 42.5 oz. canister",,4.8,1321,8.233048385758154
"starbucks medium roast coffee with 2x caffeine, k-cup coffee pods, 100% arabica, 12 ct","arabica,medium roast",4.5,6301,38.154027042915935
"folgers classic decaf instant coffee crystals packets, 6 count",instant coffee,4.6,106,2.9394473838918285
"starbucks ground pumpkin coffee, 11 oz bag",,4.2,226,64.11161000641435
"maxwell house morning boost medium roast k-cup coffee pods with a boost of caffeine, 12 ct box",medium roast,4.8,27,20.87007642563198
"tim hortons colombian medium-dark roast k-cup coffee pods for keurig brewers, recyclable, 12 ct","colombian,medium-dark roast,dark roast",4.4,53,25.01469723691946
"gevalia dark royal roast coffee k-cup coffee pods, 12 ct box",,4.6,182,0.0
"folgers black silk ground coffee, smooth dark roast coffee, 33.7ounce canister","black silk ground coffee,dark roast",4.9,20,14.632614611680971
"folgers black silk ground coffee, smooth dark roast coffee, 22.6ounce canister","black silk ground coffee,dark roast",4.6,11,16.10738255033557
"green mountain coffee breakfast blend, keurig k-cup pods, light roast coffee, 36 count",light roast,4.5,2290,52.91005291005291
"the coffee bean &amp; tea leaf house blend light roast single serve coffee for keurig brewers, 1 box of 16 (16 total pods)",light roast,5.0,1,12.923770331177739
"crazy cups, flavored coffee k-cups variety pack sampler, 20 ct",,4.2,145,44.074074074074076
"starbuck k-cup french, coffee pods, 4.2 oz, 10 ct",french,4.7,1041,130.1427371956339
"starbucks holiday blend 2018 k-cup coffee pods, medium roast, 16 count box",medium roast,4.4,295,66.11552028218695
"dunkin’ original blend coffee, medium roast coffee, 12 oz bag",medium roast,4.8,495,0.0
"folgers 100% colombian coffee, medium roast ground coffee, 33.7 ounce canister","colombian,medium roast",3.5,8,14.632614611680971
"kava reduced acid instant coffee, 4 oz glass jar",instant coffee,4.6,37,44.062316284538504
"the original donut shop vanilla cream puff flavored k-cup coffee pods, medium roast, 18 count for keurig brewers",medium roast,4.3,364,58.74975504605135
starbucks coffee ground pike place decaf 1lb bag 11029358,,4.5,174,44.91475602586714
"folgers 100% colombian coffee, medium-dark roast, k-cup pods for keurig k-cup brewers","colombian,medium-dark roast,dark roast",4.3,934,112.8395061728395
community coffee cafe special decaf pods for keurig k-cups 72 count,,4.8,160,17.00960219478738
"dunkin' original blend, medium roast coffee, 30-ounce canister",medium roast,4.8,870,21.069958847736626
"folgers classic decaf ground coffee, medium roast, 25.9-ounce",medium roast,4.5,64,16.668936402015525
community coffee private reserve louisiana blend dark roast ground coffee 12 oz. bag,dark roast,4.8,226,25.80834803057025
"starbucks blonde roast coffee with 2x caffeine, k-cup coffee pods, 100% arabica, 12 ct","blonde roast,arabica",4.5,3835,38.154027042915935
"seattle's best premeasured coffee packs, signature-level 3, 2 oz packet, 18/box",,5.0,2,77.54262198706643
"the original donut shop snickers coffee, keurig single serve k-cup pods, flavored coffee, 24 count",,3.9,127,21.92827748383304
"maxwell house the original roast medium roast ground coffee bonus size, 36.8 oz canister",medium roast,4.1,14,16.77369884021854
the coffee bean &amp; tea leaf french roast dark roast ground coffee 12 oz. bag,"french,french roast,dark roast",4.9,7,19.488536155202823
"nescaf clasico decaf, dark roast instant coffee, 3.5 oz","instant coffee,dark roast",4.4,28,53.22580645161291
"the coffee bean &amp; tea leaf costa rica medium roast single serve coffee for keurig brewers, 1 box of 16 (16 total pods)",medium roast,3.9,8,120.86693548387098
"super coffee mocha latte iced coffee bottle, 12 fl oz","mocha,iced coffee,latte",4.3,3359,27.016129032258068
"jm smucker folgers  coffee, 33.9 oz",,4.9,2172,27.669094693028097
"maxwell house master blend light roast k-cup coffee pods, 12 ct box",light roast,3.5,196,25.60258671369783
"java house cold brew coffee pods, sumatran, 6 count",cold brew coffee,4.7,22,29.365079365079364
"maxwell house original roast decaf medium ground coffee, 11 oz",,4.6,88,41.629249518922386
"door county coffee decaf breakfast blend, costa rica &amp; colombia specialty arabica blend, decaf medium roast, ground, 10oz bag","arabica,medium roast",4.9,63,77.88359788359789
yaucono ground coffee 10 oz can,,5.0,3,45.82010582010582
"starbucks via french roast instant coffee packets, dark roast, 100% arabica, 8 ct","french,french roast,instant coffee,arabica,dark roast",4.7,1134,18.977072310405646
"folgers classic roast ground coffee, 40.3-ounce",classic roast,3.8,93,12.183807439824944
"café bustelo, espresso style dark roast ground coffee, vacuum-packed 10 oz. brick","espresso,dark roast",4.7,914,13.26278659611993
"folgers classic roast ground coffee, medium roast coffee, 25.9 ounce canister","medium roast,classic roast",4.4,740,13.57755685687049
"maxwell house original roast ground coffee, 42.5 oz. canister",,4.8,1321,8.233048385758154
"vitacup genius blend coffee pods with mct oil, turmeric, &amp; b vitamins, medium roast, 10 ct",medium roast,4.7,3032,66.98412698412699
"folgers blonde silk light roast ground coffee, 22.6 oz canister",light roast,4.5,161,44.48259715935695
"folgers colombian ground coffee, 42ct",colombian,4.0,5,40.094062316284536
caf bustelo espresso roast style coffee keurig k-cup pods 48-count,"espresso,espresso roast",3.6,5,19.826572604350382
"folgers black silk ground coffee, smooth dark roast coffee, 33.7ounce canister","black silk ground coffee,dark roast",4.9,20,14.632614611680971
"folgers black silk ground coffee, smooth dark roast coffee, 22.6ounce canister","black silk ground coffee,dark roast",4.6,11,16.10738255033557
"(12 cans) starbucks caramel triple shot energy strong coffee drink with 225 mg caffeine, b vitamins, guarana, and ginseng, 15 fl oz",caramel,4.2,48,85.24397413286302
"maxwell house master blend light roast k-cup coffee pods, 12 ct box",light roast,3.5,196,25.60258671369783
chocolate raspberry ground gourmet coffee,gourmet coffee,4.0,5,47.23691945914168
"crazy cups decaf lovers' flavored coffee single serve cups for k cups brewer variety pack, 24 ct",,4.4,111,22.633744855967077
"dunkin' hazelnut flavored coffee k-cup pods, 10 count (packaging may vary)",,4.8,31,66.73721340388008
"teeccino chicory herbal coffee, mocha, medium roast, 11 ounce","mocha,medium roast",4.5,13,38.454137267479155
"dunkin’ original blend coffee, medium roast coffee, 12 oz bag",medium roast,4.8,495,23.398001175778955
"folgers 100% colombian coffee, medium roast ground coffee, 33.7 ounce canister","colombian,medium roast",3.5,8,14.632614611680971
"maxwell house breakfast blend light roast k-cup coffee pods, 12 ct. box",light roast,4.7,42,52.880658436213984
community coffee house blend medium-dark roast coffee single-serve cups 36 ct box compatible with keurig 2.0 k-cup brewers,"medium-dark roast,dark roast",4.8,1063,33.7546541250245
"(8 pack) starbucks nitro cold brew black unsweetened premium coffee drink, 9.6 oz cans",,4.6,49,99.15503306392358
"the original donut shop twix coffee, keurig single serve k-cup pods, 24 count",,4.3,40,21.92827748383304
"starbucks espresso dark roast for nespresso vertuo capsules, 10 count box","espresso,dark roast",4.7,98,37.53086419753087
community coffee caf special decaf medium-dark roast coffee single-serve cups 36 ct box compatible with keurig 2.0 k-cup brewers,"medium-dark roast,dark roast",5.0,108,40.3488144228885
community coffee signature blend pods for keurig k-cups 36 count,,4.8,397,29.384675680971977
"dunkin' original blend, medium roast coffee, 30-ounce canister",medium roast,4.8,870,21.069958847736626
"folgers classic decaf ground coffee, medium roast, 25.9-ounce",medium roast,4.5,64,16.668936402015525
"strbx fall grnd i/o, 10 oz",,4.4,157,61.7283950617284
"international delight mocha iced coffee, 15 oz.","mocha,iced coffee",1.8,18,5.926622765757291
"starbucks tripleshot energy mocha extra strength coffee energy drink, 15 oz cans, 12 pack",mocha,4.7,51,68.20319849482597
"teeccino chicory herbal coffee, vanilla nut, medium roast, 11 ounce",medium roast,4.7,110,38.454137267479155
"segafredo zanetti 100% arabica ground coffee, vivace medium roast, 10 oz","arabica,medium roast",4.6,66,35.20282186948854
"death wish coffee, organic, fair-trade, espresso roast single serve coffee pods, 18ct, box","espresso,espresso roast",4.0,4,35.2145796590241
"the original donut shop pumpkin caramel cheesecake latte, keurig single serve k-cup pods","caramel,latte",4.1,55,15.520282186948855
"(8 pack) starbucks nitro cold brew vanilla sweet cream premium coffee drink, 9.6 oz cans",,4.0,44,96.69360764144012
"nescafe classico colombia medium roast instant coffee, 6 oz","instant coffee,medium roast",4.7,122,23.071271124173403
"starbucks dark roast coffee with 2x caffeine, k-cup coffee pods, 100% arabica, 12 ct","arabica,dark roast",4.3,5036,38.154027042915935
"starbucks holiday blend, medium roast k-cup coffee pods, 100% arabica, limited edition, 22 ct","arabica,medium roast",4.5,397,28.41109507776174
"super coffee vanilla latte iced coffee bottle, 12 fl oz","iced coffee,latte",4.3,2791,4.777938111271444
