title,coffee_type,rating,reviews,price_per_kg
"starbucks decaf pike place roast, ground coffee, medium roast, 7 oz",medium roast,4.5,1337,21.0139603232917
"peet's coffee decaf  major dickason's blend, dark roast ground coffee, 10.5 oz bag",dark roast,4.7,659,33.52368155861606
"starbucks cold brew vanilla sweet cream premium coffee, 11 oz glass bottle",,3.3,10,9.557408595253367
"folgers black silk ground coffee, smooth dark roast coffee, 9.6 ounce canister","black silk ground coffee,dark roast",4.0,1,25.642909625275536
"starbucks pike place roast, ground coffee, medium roast, 7 oz",medium roast,4.5,1158,21.0139603232917
"starbucks italian roast, ground coffee, dark roast, 18 oz","italian,italian roast,dark roast",4.6,406,29.374877523025674
"folgers classic roast ground coffee, 40.3-ounce",classic roast,3.8,93,12.183807439824944
"café bustelo, espresso style dark roast ground coffee, vacuum-packed 10 oz. brick","espresso,dark roast",4.7,914,13.26278659611993
"folgers classic roast ground coffee, medium roast coffee, 25.9 ounce canister","medium roast,classic roast",4.4,740,13.57755685687049
"maxwell house original roast ground coffee, 42.5 oz. canister",,4.8,1321,8.233048385758154
"tully's coffee hawaiian blend k-cup pods, medium roast, 24 count for keurig brewers",medium roast,4.6,1133,32.480893592004705
"starbucks cold &amp; crafted coffee + splash of milk &amp; vanilla premium coffee drink, 11 fl oz",,4.0,6,3.350970017636684
"dunkin falling for maple artificially maple flavored coffee, k-cup pods, 22 count",,4.3,94,27.641494308160972
"kauai coffee island sunrise k-cup coffee pods, mild roast, 12 ct",,4.6,54,19.37095825984715
"maxwell house medium roast 100% colombian ground coffee, 10.5 oz. canister","colombian,medium roast",4.5,240,15.048706751763524
community coffee pecan praline 12 ounce bag,,4.8,686,17.724867724867725
"folgers black silk ground coffee, smooth dark roast coffee, 33.7ounce canister","black silk ground coffee,dark roast",4.9,20,14.632614611680971
"folgers black silk ground coffee, smooth dark roast coffee, 22.6ounce canister","black silk ground coffee,dark roast",4.6,11,16.10738255033557
"nescafe taster's choice, hazelnut flavored instant coffee, medium dark roast, 1 box (16 packets)","instant coffee,medium dark,medium dark roast,dark roast",4.6,359,5.587638520368347
"maxwell house light roast breakfast blend ground coffee, 11 oz canister",light roast,4.6,195,10.006414368184734
"the original donut shop duos white chocolate + vanilla, keurig single serve k-cup pods, 24 count",,4.3,326,21.92827748383304
"dunkin’ turtle love artificially flavored ground coffee, 11 ounces",,4.4,18,27.966645285439384
"kauai ground coffee, coconut caramel crunch, medium roast, 10 oz package","caramel,medium roast",4.6,156,24.62081128747796
starbucks nitro cold brew premium coffee drink dark cocoa sweet cream flavored 9.6 fl oz can,,4.6,11,11.922398589065256
"lavazza classico ground coffee, medium roast, 12-oz bag",medium roast,4.6,68,19.047619047619047
"folgers noir instant coffee, golden dusk medium dark roast, 7 oz jar","instant coffee,medium dark,medium dark roast,dark roast",4.4,89,19.37095825984715
"dunkin’ original blend coffee, medium roast coffee, 12 oz bag",medium roast,4.8,495,23.398001175778955
"folgers 100% colombian coffee, medium roast ground coffee, 33.7 ounce canister","colombian,medium roast",3.5,8,14.632614611680971
"tim hortons original blend medium roast keurig coffee pods, 48 ct",medium roast,4.6,1395,21.898883009994123
"black rifle coffee tactisquatch, dark roast, ground coffee,12 oz","black rifle coffee,dark roast",3.0,6,38.154027042915935
"dunkin falling for maple artificially maple flavored coffee, ground coffee, 11 oz bag",,4.1,14,27.19692110327133
"sam's choice 7am saturdays ground coffee, medium-dark roast, 12 oz","medium-dark roast,dark roast",4.7,25,16.225749559082892
"black rifle coffee loyalty roast, light roast, ground coffee, 12 oz","light roast,black rifle coffee",3.8,5,38.154027042915935
"lavazza caff espresso ground coffee, 8 oz",espresso,4.7,122,19.98824221046443
"cameron's coffee premium breakfast blend ground coffee, light roast, 32 oz",light roast,4.8,16,11.000881834215168
"starbucks cinnamon dolce flavored coffee, ground coffee, naturally flavored, 11 oz",,4.4,146,28.80051314945478
"dunkin' original blend, medium roast coffee, 30-ounce canister",medium roast,4.8,870,21.069958847736626
"folgers classic decaf ground coffee, medium roast, 25.9-ounce",medium roast,4.5,64,16.668936402015525
"kauai coffee na pali coast k-cup coffee pods, dark roast, 24 ct",dark roast,5.0,4,19.018224573780127
"cameron's coffee flavored sea salt caramel ground coffee, light roast, 12 oz","caramel,light roast",4.9,7,17.401528512639622
"peet's coffee big bang, medium roast whole bean coffee, 10.5 oz bag",medium roast,4.5,404,33.52368155861606
"illy ground espresso classico medium roast coffee, 8.8 oz","espresso,medium roast",4.9,372,41.6432865731463
"peet's coffee espresso capsules, crema scura intensity 9 (10 count) compatible with nespresso original  machines",espresso,4.3,18,24.62081128747796
"folgers decaf coffee, ground coffee, classic medium roast, 11.3 ounce canister",medium roast,4.5,145,71.7764595691539
"green mountain coffee island coconut single-serve light roast keurig coffee pods, 24 ct",light roast,4.6,1606,54.3503821281599
"peet's coffee organic french roast, dark roast ground coffee, 10.5 oz bag","french,french roast,dark roast",4.7,395,67.14813570708768
"caribou coffee daybreak morning blend, keurig single-serve k-cup pods, light roast, 24 count",light roast,4.5,608,47.76601998824221
"newmans own organics newmans special blend, medium roast ground coffee, 10oz",medium roast,4.6,83,84.19753086419755
"starbucks veranda blend, ground coffee, starbucks blonde roast, 7 oz",blonde roast,4.6,912,20.17636684303351
"starbucks cold &amp; crafted coffee + splash of milk &amp; mocha cold brew crafted coffee, 11 oz bottle",mocha,3.0,13,7.312379730596535
"starbucks iced espresso caffe mocha premium iced coffee drink, 40 oz bottle","espresso,mocha,iced coffee",4.5,51,3.9947089947089953
"great value mocha medium roast ground coffee, 12 oz, bag","mocha,medium roast",4.6,167,11.405055849500293
"the coffee bean &amp; tea leaf costa rica medium roast ground coffee 12 oz, bag",medium roast,4.7,27,17.13697824808936
"folgers classic roast ground coffee, 40.3-ounce",classic roast,3.8,93,12.183807439824944
"café bustelo, espresso style dark roast ground coffee, vacuum-packed 10 oz. brick","espresso,dark roast",4.7,914,13.26278659611993
"folgers classic roast ground coffee, medium roast coffee, 25.9 ounce canister","medium roast,classic roast",4.4,740,13.57755685687049
"maxwell house original roast ground coffee, 42.5 oz. canister",,4.8,1321,8.233048385758154
starbucks medium roast ground coffee  pike place roast  100% arabica  1 bag (20 oz.),"arabica,medium roast",4.5,1211,59.78835978835979
"tully's coffee french roast k-cup pods, dark roast, 24 count for keurig brewers","french,french roast,dark roast",4.2,613,28.938859494415052
"community coffee mardi gras king cake medium roast keurig coffee pods, 24 ct",medium roast,4.8,423,18.98883009994121
"dunkin' hazelnut ground coffee, 12 ounce bag (pack of 6)",,4.6,265,146.94297472075252
community coffee 2x caffeine pods for keurig k-cups 24 ct,,4.8,60,41.44620811287478
"folgers black silk ground coffee, smooth dark roast coffee, 33.7ounce canister","black silk ground coffee,dark roast",4.9,20,14.632614611680971
"folgers black silk ground coffee, smooth dark roast coffee, 22.6ounce canister","black silk ground coffee,dark roast",4.6,11,16.10738255033557
"black rifle coffee kodiak attack, medium roast, ground coffee, 12 oz","medium roast,black rifle coffee",3.7,3,38.154027042915935
"new england coffee decaffeinated breakfast blend, medium roast, 10 oz.",medium roast,4.7,84,20.17636684303351
community coffee cafe special half-caff 32 ounce bag,,4.9,315,18.17680776014109
"peet's coffee single origin brazil, medium roast ground coffee, 10.5 oz bag",medium roast,4.4,610,33.52368155861606
"maxwell house house blend medium roast ground coffee, 24.5 oz canister",medium roast,4.5,208,14.3391880218831
"cdm coffee &amp; chicory regular grind ground coffee, 13 oz.",,4.8,65,13.704206241519675
"lavazza perfetto ground coffee blend, dark roast, 12-ounce bag",dark roast,4.7,50,25.837742504409167
"dunkin’ original blend coffee, medium roast coffee, 12 oz bag",medium roast,4.8,495,23.398001175778955
"folgers 100% colombian coffee, medium roast ground coffee, 33.7 ounce canister","colombian,medium roast",3.5,8,14.632614611680971
"black rifle coffee freedom fuel, dark roast, ground coffee,12 oz","black rifle coffee,dark roast",4.3,6,38.154027042915935
"french market coffee &amp; chicory, dark roast, 12 oz. can","french,dark roast",4.8,142,17.724867724867725
community coffee cafe special half - caff 12 ounce bag,,4.7,170,38.065843621399175
"the original donut shop one-step classic cappuccino, keurig single-serve k-cup pods, 12 count",cappuccino,4.3,147,29.335684891240447
"starbucks holiday blend, ground coffee, medium roast, 100% arabica, limited edition, 17 oz","arabica,medium roast",4.4,282,27.47457978833783
"peet's coffee espresso capsules, nerissimo intensity 11 (10 count) compatible with nespresso original  machines",espresso,4.6,180,21.58730158730159
"tim hortons french vanilla flavored coffee, medium roast ground arabica, 12 oz bag","french,arabica,medium roast",4.5,64,20.34097589653145
"cameron's coffee premium jamaican blend ground coffee, medium-dark roast, 10 oz","medium-dark roast,dark roast",4.0,9,20.88183421516755
"dunkin' original blend, medium roast coffee, 30-ounce canister",medium roast,4.8,870,21.069958847736626
"folgers classic decaf ground coffee, medium roast, 25.9-ounce",medium roast,4.5,64,16.668936402015525
"pop &amp; bottle vanilla oat milk latte + collagen, organic, 8 fl oz",latte,3.4,25,4.058286803758682
"black rifle coffee spirit of '76 single-serve pods, medium roast, 22 ct","medium roast,black rifle coffee",5.0,1,25.60525893859227
"mccafe paris caf, single serve coffee keurig k-cup pods, medium roast coffee, 24 count",medium roast,4.6,117,21.92827748383304
"pop &amp; bottle caramel oat milk latte with lions mane and reishi, organic, 8 fl oz","caramel,latte",3.8,28,4.379776601998824
community coffee between roast 23 ounce bag,,4.9,144,41.33435582822086
arabica ground 100% coffee 126 pk,arabica,5.0,1,139.13384283754655
community coffee 100% colombia pods for keurig k-cups 24 ct,,4.8,76,47.70723104056437
"green mountain coffee roasters marshmallow mocha single-serve light roast keurig coffee pods, 24 ct","mocha,light roast",4.1,432,58.78894767783657
"caribou coffee lakeshore, medium roast ground coffee, 12 oz bag",medium roast,4.8,8,61.5814226925338
"caf pilon 100 % arabica espresso medium roast ground coffee, 10 oz","espresso,arabica,medium roast",4.6,54,17.56613756613757
"community coffee american classic medium roast keurig coffee pods, 24 ct",medium roast,4.8,92,32.03997648442093
"starbucks nitro cold brew premium coffee drink, black unsweetened, 9.6 oz can",,4.6,49,0.0
"stumptown coffee roasters organic blend whole bean coffee, dark roast, 12 oz",dark roast,5.0,1,112.22810111699
"cdm coffee &amp; chicory, automatic drip 13 oz.",,4.7,37,14.328358208955224
"four sigmatic think organic ground coffee, mental focus, dark roast, 12 oz.",dark roast,4.7,15,44.062316284538504
"folgers classic roast ground coffee, 40.3-ounce",classic roast,3.8,93,12.183807439824944
"café bustelo, espresso style dark roast ground coffee, vacuum-packed 10 oz. brick","espresso,dark roast",4.7,914,13.26278659611993
"folgers classic roast ground coffee, medium roast coffee, 25.9 ounce canister","medium roast,classic roast",4.4,740,13.57755685687049
"maxwell house original roast ground coffee, 42.5 oz. canister",,4.8,1321,8.233048385758154
"peet's coffee house blend, dark roast whole bean coffee, 12 oz bag",dark roast,4.7,22,0.0
"don francisco's coffee breakfast blend medium-dark roast keurig compatible coffee pods, 24 ct","medium-dark roast,dark roast",4.8,14,27.910052910052908
"cafe pilon espresso ground coffee, 16 oz",espresso,4.4,15,16.49029982363316
"black rifle coffee spirit of '76, medium roast, ground coffee, 12 oz","medium roast,black rifle coffee",5.0,1,38.154027042915935
starbucks stainless with coffee core everyday gift,,5.0,2,58.73015873015873
cafe bustelo decaffeinated ground coffee,,4.9,26,0.0
"folgers black silk ground coffee, smooth dark roast coffee, 33.7ounce canister","black silk ground coffee,dark roast",4.9,20,14.632614611680971
"folgers black silk ground coffee, smooth dark roast coffee, 22.6ounce canister","black silk ground coffee,dark roast",4.6,11,16.10738255033557
"sam's choice main 105 ground coffee, medium roast, 12 oz",medium roast,3.8,12,16.225749559082892
"yaucono coffee fresh pack, 14 oz",,4.9,86,13.706223230032755
"melitta classic roast caffeinated canned coffee, 22oz can","canned coffee,classic roast",4.8,38,12.794612794612794
"tim hortons 100% colombian, medium-dark roast, ground coffee, 12 oz bag","colombian,medium-dark roast,dark roast",4.6,39,17.577895355673135
"community coffee medium roast ground coffee, 23 oz, bag",medium roast,4.9,48,41.33435582822086
community coffee house blend 12 ounce bag,,4.8,180,20.517342739564963
"melitta colombian supreme ground coffee, 22 oz",colombian,4.6,31,12.794612794612794
community coffee toasted hazelnut 12 ounce bag,,4.8,337,19.37095825984715
"dunkin’ original blend coffee, medium roast coffee, 12 oz bag",medium roast,4.8,495,0.0
"folgers 100% colombian coffee, medium roast ground coffee, 33.7 ounce canister","colombian,medium roast",3.5,8,14.632614611680971
"don francisco's coffee decaf 100% colombian medium roast k-cup compatible coffee pods, 24 ct","colombian,medium roast",4.6,22,21.00235155790711
"peet's coffee luminosa breakfast blend, light roast ground coffee, 10.5 oz bag",light roast,4.5,227,0.0
"peet's coffee espresso capsules, ristretto intensity 10 (10 count) compatible with nespresso original  machines","espresso,ristretto",4.5,159,24.62081128747796
"don francisco's coffee 100% colombia supremo medium roast keurig compatible coffee pods, 24 ct",medium roast,4.5,16,21.00235155790711
"peet's coffee decaf house blend, dark roast ground coffee, 18 oz bag",dark roast,4.6,196,33.56848912404468
"peet's coffee single origin sumatra dark roast ground coffee, 10.5 oz bag",dark roast,4.6,312,34.12831709774942
"boyer's coffee aspen gold medium roast keurig coffee pods, 18 ct",medium roast,4.0,18,25.651577503429355
"peet's coffee espresso capsules, ricchezza intensity 8 (10 count) compatible with nespresso original  machines",espresso,4.4,116,24.62081128747796
"dunkin' original blend, medium roast coffee, 30-ounce canister",medium roast,4.8,870,21.069958847736626
"folgers classic decaf ground coffee, medium roast, 25.9-ounce",medium roast,4.5,64,16.668936402015525
"maxwell house medium roast house blend coffee k-cups, 24 ct box",medium roast,4.7,947,31.20223398001176
"verena street mississippi grogg flavored ground coffee, medium roast, 32 ounces",medium roast,4.8,22,20.93253968253968
"cafe la rica gourmet espresso ground coffee, 10 oz.",espresso,4.5,73,6.984126984126985
"peet's coffee single origin colombia, dark roast ground coffee, 10.5 oz bag",dark roast,4.5,374,0.0
"boyer's coffee aspen gold, whole bean coffee, medium roast, 28 oz",medium roast,4.6,17,18.568909045099524
papanicholas coffee hawaiian island blend whole bean 2lb bag,,5.0,3,17.61148904006047
"gloria jean's hazelnut keurig single-serve k-cup pods, medium roast coffee, 24 count",medium roast,4.2,713,29.570840681951793
"caf bustelo, espresso style dark roast ground coffee, vacuum-packed 10 oz. brick","espresso,dark roast",4.7,914,13.26278659611993
"community coffee signature blend medium roast ground coffee, 32 oz, bag",medium roast,4.9,851,26.65343915343915
"dunkin’ original blend coffee, medium roast coffee, 12 oz bag",medium roast,4.8,495,0.0
"folgers 100% colombian ground coffee, 37-ounce",colombian,4.8,630,23.6152159405091
"mccafe colombian ground coffee, medium roast, 30 oz. canister","colombian,medium roast",4.7,527,15.261610817166373
"folgers black silk ground coffee, smooth dark roast coffee, 33.7ounce canister","black silk ground coffee,dark roast",4.9,20,14.632614611680971
"folgers classic roast ground coffee, 40.3-ounce",classic roast,3.8,93,12.183807439824944
"eight o'clock, the original, medium roast ground coffee, 36 oz",medium roast,4.8,395,24.005486968449933
"maxwell house original roast ground coffee, 42.5 oz. canister",,4.8,1321,8.233048385758154
"folgers black silk ground coffee, 37-ounce",black silk ground coffee,4.7,1226,22.28048431690342
"maxwell house original roast ground coffee, 30.6 oz. canister",,4.5,752,9.060518731988472
"melitta medium roast ground coffee, classic, 11 oz",medium roast,4.8,83,17.57536882617062
"folgers classic roast ground coffee, medium roast coffee, 22.6 oz canister","medium roast,classic roast",4.5,708,38.16138598407991
"folgers 100% colombian coffee, medium roast ground coffee, 33.7 ounce canister","colombian,medium roast",3.5,8,14.632614611680971
arabica ground 100% coffee 126 pk,arabica,5.0,1,139.13384283754655
"starbucks peppermint mocha flavored ground coffee, 100% arabica, naturally flavored, limited edition, 17 oz","mocha,arabica",4.4,125,60.11620668188421
community coffee french roast pods for keurig k-cups 24 ct,"french,french roast",4.8,84,46.222810111699
"community coffee cafe special medium roast ground coffee, 32 oz, bag",medium roast,4.9,381,33.057760141093475
"folgers classic roast ground coffee, medium roast coffee, 30.5 ounce canister","medium roast,classic roast",4.6,1537,18.966115415751126
"the original donut shop one-step cinnamon dulce cappuccino, keurig single-serve k-cup pods, 12 count",cappuccino,4.1,200,29.335684891240447
"great value espresso ground coffee, 10 oz",espresso,3.5,54,11.851851851851853
"great value caramel apple pie ground coffee, 16 oz",caramel,3.6,5,14.285714285714286
"starbucks cold brew coffee, coconut chocolate flavored, multi-serve concentrate, 32 oz",cold brew coffee,4.5,105,8.24514991181658
"cafe la llave espresso dark roast ground coffee, 10 oz","espresso,dark roast",4.7,25,15.379188712522048
"folgers classic roast ground coffee, 40.3-ounce",classic roast,3.8,93,12.183807439824944
"café bustelo, espresso style dark roast ground coffee, vacuum-packed 10 oz. brick","espresso,dark roast",4.7,914,13.26278659611993
"folgers classic roast ground coffee, medium roast coffee, 25.9 ounce canister","medium roast,classic roast",4.4,740,13.57755685687049
"maxwell house original roast ground coffee, 42.5 oz. canister",,4.8,1321,8.233048385758154
"chameleon organic coffee guatemala, medium roast, ground coffee, 9 oz",medium roast,4.8,54,11.835007054527345
"illy ground drip classico medium roast coffee, 8.8 oz",medium roast,4.8,469,58.19639278557114
community coffee mardi gras king cake 12 ounce bag,,4.8,870,16.872427983539094
"peet's coffee french roast, dark roast whole bean coffee, 10.5oz bag","french,french roast,dark roast",4.6,631,33.52368155861606
community coffee breakfast blend instant 7 ounce jar,,4.8,149,22.87537789721196
"mott's apple cider, keurig single-serve k-cup pods, 24 count",,4.6,939,33.17166372721928
"folgers black silk ground coffee, smooth dark roast coffee, 33.7ounce canister","black silk ground coffee,dark roast",4.9,20,14.632614611680971
"folgers black silk ground coffee, smooth dark roast coffee, 22.6ounce canister","black silk ground coffee,dark roast",4.6,11,16.10738255033557
"peet's coffee french roast, dark roast ground coffee, 12oz bag","french,french roast,dark roast",4.7,597,44.26807760141094
"red diamond classic blend ground coffee, medium roast, fresh roasted coffee grounds, 34.5 oz",medium roast,4.3,7,19.670790307739495
"cafe du monde medium roast ground coffee, 15 oz, can",medium roast,4.8,106,34.07808090310442
"chameleon organic coffee churro, multi-serve, cold brew concentrate, 32 fl oz",,4.3,103,36.85324553151458
community coffee french vanilla pods for keurig k-cups 24 count,french,4.8,53,32.03997648442093
"cameron's coffee decaf flavored vanilla hazelnut ground coffee, light roast, 10 oz",light roast,4.7,34,42.539682539682545
"dunkin’ original blend coffee, medium roast coffee, 12 oz bag",medium roast,4.8,495,23.398001175778955
"folgers 100% colombian coffee, medium roast ground coffee, 33.7 ounce canister","colombian,medium roast",3.5,8,14.632614611680971
"peet's coffee café domingo, medium roast ground coffee, 10.5 oz bag",medium roast,4.6,336,33.52368155861606
"gevalia signature blend mild light roast k-cup coffee pods, 84 ct box",light roast,4.6,564,14.932392710170488
community coffee medium roast 16 ounce bag,medium roast,4.8,50,37.36772486772487
"chameleon organic coffee churro, medium roast, ground coffee, 9 oz",medium roast,4.7,107,30.379188712522044
"starbucks caff verona, ground coffee, dark roast, 28 oz",dark roast,4.7,873,34.00100781053162
"baileys non-alcoholic original irish cream light roast ground coffee, 11 oz bag",light roast,4.3,44,31.68697883258499
"cafe la llave decaf espresso dark roast ground coffee, 8.8 oz","espresso,dark roast",4.4,9,11.543086172344688
folgers 6.77 ounce ground half caffeine,,4.8,101,78.06149035956227
"dunkin' original blend, medium roast coffee, 30-ounce canister",medium roast,4.8,870,21.069958847736626
"folgers classic decaf ground coffee, medium roast, 25.9-ounce",medium roast,4.5,64,16.668936402015525
"peet's coffee italian roast, dark roast ground coffee, 12oz bag","italian,italian roast,dark roast",4.7,647,44.26807760141094
"cameron's coffee premium hawaiian blend ground coffee, light roast, 12 oz",light roast,4.4,5,22.60435038212816
"green mountain coffee roasters brew over ice hazelnut cream, single serve keurig k-cup pods, flavored iced coffee, 24 ct",iced coffee,4.6,206,21.92827748383304
"verena street cow tipper flavored ground coffee, medium roast, 32 ounces",medium roast,4.7,3,20.93253968253968
community coffee coffee and chicory 16 ounce bag,,4.9,642,20.590828924162256
"boyer's coffee organic breakfast blend, ground coffee, light roast, 11 oz",light roast,4.4,20,22.386144964720973
arabica ground 100% coffee 126 pk,arabica,5.0,1,139.13384283754655
community coffee new orleans blend® 12 ounce bag,,4.8,373,52.968841857730744
"caf bustelo ground coffee, dark roast, 6-ounce brick",dark roast,5.0,20,65.25573192239858
"folgers 1/2 caff ground coffee, 10.8-ounce",,4.7,159,44.219464402351406
"green mountain coffee roasters, breakfast blend, ground coffee, light roast, bagged 12oz",light roast,4.7,86,57.760141093474424
"dunkin' chocoholic pancake ground coffee, 11 ounce bag (pack of 6)",,4.7,13,160.3271327774214
"cameron's coffee flavored highlander grog ground coffee, light roast, 32 oz",light roast,4.2,13,30.180776014109345
"dunkin' polar peppermint, limited edition holiday coffee, 11 ounce bag (packaging may vary)",,4.3,121,22.033354714560616
"don francisco's coffee 100% arabica hawaiian blend, medium roast, ground coffee, 12 oz","arabica,medium roast",4.9,8,22.810111699000586
"tully's coffee espresso roast, ground coffee, dark roast, bagged 12oz","espresso,espresso roast,dark roast",4.4,28,21.987066431510875
"swiss miss peppermint hot cocoa, single-serve keurig k-cup pods, hot chocolate, 22 count",,4.7,680,35.65816899150232
"folgers classic roast ground coffee, 40.3-ounce",classic roast,3.8,93,12.183807439824944
"café bustelo, espresso style dark roast ground coffee, vacuum-packed 10 oz. brick","espresso,dark roast",4.7,914,13.26278659611993
"folgers classic roast ground coffee, medium roast coffee, 25.9 ounce canister","medium roast,classic roast",4.4,740,13.57755685687049
"maxwell house original roast ground coffee, 42.5 oz. canister",,4.8,1321,8.233048385758154
"maxwell house house blend medium roast k-cup coffee pods, 84 ct. box",medium roast,4.6,134,12.799193751574704
"maxwell house international suisse mocha caf-style decaf sugar free instant coffee beverage mix, 4 oz. canister","mocha,instant coffee",4.6,235,1.961031326110691
community coffee between roast 16 ounce bag,,4.9,356,19.797178130511465
"french market creole blend coffee &amp; chicory k-cup pods, 12 count",french,4.6,196,25.80834803057025
community coffee 100% colombia 12 ounce bag,,4.7,143,28.483245149911816
colcafe instant colcafe powdered instant coffee 6.0 oz,instant coffee,4.9,16,29.27689594356261
"folgers black silk ground coffee, smooth dark roast coffee, 33.7ounce canister","black silk ground coffee,dark roast",4.9,20,14.632614611680971
"folgers black silk ground coffee, smooth dark roast coffee, 22.6ounce canister","black silk ground coffee,dark roast",4.6,11,16.10738255033557
"cafe el morro espresso dark roast caffeinated ground coffee, 8.8 oz","espresso,dark roast",5.0,2,7.134268537074148
"maxwell house decaf house blend medium roast k-cup coffee pods, 84 ct., box",medium roast,4.8,23,18.321155622742925
"chameleon organic coffee dark &amp; handsome, dark roast, ground coffee, 9 oz",dark roast,4.6,52,5.807508188460569
churchill coffee company sinless pastry? flavored ground coffee 12 oz. stand up bag,,4.7,40,20.517342739564963
community coffee cafe special decaf 32 ounce bag,,4.9,358,14.947089947089948
community coffee golden caramel 12 ounce bag,caramel,4.7,377,12.904174015285125
"vispak zlatna bosnian coffee, 35.2 oz",,5.0,11,8.507866519691351
"kauai coffee coconut caramel crunch k-cup coffee pods, medium roast, 12 ct","caramel,medium roast",4.6,43,24.926513815402707
"dunkin’ original blend coffee, medium roast coffee, 12 oz bag",medium roast,4.8,495,0.0
"folgers 100% colombian coffee, medium roast ground coffee, 33.7 ounce canister","colombian,medium roast",3.5,8,14.632614611680971
"kicking horse coffee kick ass dark ground coffee, 10 oz",,4.7,171,37.00176366843034
"peet's coffee café domingo, medium roast ground coffee, 12 oz bag",medium roast,4.3,64,28.159905937683714
"kicking horse coffee three sisters medium ground coffee, 10 oz",,4.6,134,49.70017636684304
"new england coffee colombian supremo, medium roast, ground coffee, 11 oz.","colombian,medium roast",4.6,30,36.88261706221937
"starbucks toffeenut flavored coffee, k-cup coffee pods, naturally flavored, 22 ct",,4.2,227,23.98589065255732
starbucks dark roast ground coffee  organic french roast  100% arabica  1 bag (10 oz.),"french,french roast,arabica,dark roast",4.3,16,29.0299823633157
"kicking horse coffee, kick ass, dark roast, whole bean coffee, 10 oz",dark roast,4.8,112,37.56613756613757
"green mountain coffee colombia select fair trade certified k-cup pods, medium roast, 24 count for keurig brewers",medium roast,4.5,773,37.68371546149324
"dunkin' original blend, medium roast coffee, 30-ounce canister",medium roast,4.8,870,21.069958847736626
"folgers classic decaf ground coffee, medium roast, 25.9-ounce",medium roast,4.5,64,16.668936402015525
"black label devil mountain, dark roast, strong ground coffee, 16 oz",dark roast,3.5,6,41.9973544973545
"new england coffee 100% arabica coffee eye opener blend, 9 oz.",arabica,4.6,38,10.890652557319225
"eight o'clock barista blends mocha macchiato medium roast ground coffee, 11 oz. bag","macchiato,mocha,medium roast",4.6,255,19.17896087235407
"cameron's coffee premium donut shop ground coffee, medium roast, 10 oz",medium roast,4.8,5,37.03703703703704
"ethical bean sweet espresso medium dark roast fairtrade organic ground coffee, 8 oz bag","espresso,medium dark,medium dark roast,dark roast",4.7,521,35.27040644944576
"boyer's coffee rocky mountain thunder, ground coffee, dark roast, 12 oz",dark roast,4.5,15,20.517342739564963
"black rifle coffee just black single-serve pods, medium roast, 44 ct","medium roast,black rifle coffee",5.0,1,22.39858906525573
community coffee french roast 12 ounce bag,"french,french roast",4.8,212,16.872427983539094
"green mountain coffee sumatra reserve coffee, keurig single-serve k-cup pods, dark roast, 24 count",dark roast,4.6,800,32.70135214579659
"green mountain coffee roasters brew over ice classic black, single serve keurig k-cup pods, medium roast iced coffee, 24 ct","iced coffee,medium roast",4.6,180,0.0
"kopiko 3 in 1 brown coffee medium roast instant coffee packet, 26.5 oz","instant coffee,medium roast",4.4,7,19.952083056036205
"green mountain roasters roasters, fair trade certified organic, sumatra reserve, ground coffee, dark roast, bagged 10oz",dark roast,4.6,61,26.384479717813054
"dunkin' cinnamin' nutmeg, limited edition holiday coffee bag, 11 ozs (packaging may vary)",,3.9,35,30.339961513790893
"great value peppermint bark ground coffee, 16 oz",,4.1,50,13.712522045855378
"starbucks nitro cold brew premium coffee drink, dark caramel, 9.6 oz can",caramel,2.9,7,12.417340191036002
"folgers classic roast ground coffee, 40.3-ounce",classic roast,3.8,93,12.183807439824944
"café bustelo, espresso style dark roast ground coffee, vacuum-packed 10 oz. brick","espresso,dark roast",4.7,914,13.26278659611993
"folgers classic roast ground coffee, medium roast coffee, 25.9 ounce canister","medium roast,classic roast",4.4,740,13.57755685687049
"maxwell house original roast ground coffee, 42.5 oz. canister",,4.8,1321,8.233048385758154
"eight o'clock barista blends black &amp; tan medium roast ground coffee, 11 oz",medium roast,4.8,117,16.96600384862091
"stok cold brew coffee, black unsweetened, 48 oz.",cold brew coffee,4.7,367,3.8800705467372136
"cafe aroma espresso ground coffee, dark roast caffeinated, 8.8 oz","espresso,dark roast",5.0,1,7.935871743486974
"eight o'clock barista blends, caramel latte ground coffee, medium roast, 11 oz","caramel,latte,medium roast",4.8,175,19.17896087235407
"folgers black silk ground coffee, smooth dark roast coffee, 33.7ounce canister","black silk ground coffee,dark roast",4.9,20,14.632614611680971
"folgers black silk ground coffee, smooth dark roast coffee, 22.6ounce canister","black silk ground coffee,dark roast",4.6,11,16.10738255033557
"eight o'clock caffe americano medium dark roast ground coffee, 11 oz","americano,caffe americano,medium dark,medium dark roast,dark roast",4.3,4,19.17896087235407
starbucks frappuccino caramel iced coffee 13.7 oz bottle,"caramel,iced coffee",4.3,73,8.444902162718847
"caf bustelo, espresso style dark roast ground coffee, vacuum-packed 10 oz. brick","espresso,dark roast",4.7,914,13.26278659611993
"dunkin’ original blend coffee, medium roast coffee, 12 oz bag",medium roast,4.8,495,23.398001175778955
"mccafe colombian ground coffee, medium roast, 30 oz. canister","colombian,medium roast",4.7,527,15.261610817166373
"folgers black silk ground coffee, smooth dark roast coffee, 33.7ounce canister","black silk ground coffee,dark roast",4.9,20,14.632614611680971
